id,operation,property_type,place_name,state_name,lat,lon,surface_covered_in_m2,floor,rooms,price
60b9a0814b1fc9605b9e16ccb0bd598609cf62ca,sell,apartment,Praia Grande,São Paulo,-24.0350798,-46.4889029,60,1,1,280000.0
3299a71673d7a5ccd6b42f9217f981455620c115,sell,apartment,Praia Grande,São Paulo,-24.0350798,-46.4889029,60,3,2,180000.0
dafe7ee0e276a09b07a8cf8cd269c382ba12bc97,sell,apartment,Praia Grande,São Paulo,-24.0350798,-46.4889029,51,4,1,187000.0
b206ef7f15e2b6984d7be1e202292f54dc2f53e7,sell,apartment,Setor Sudoeste,Goiás,-16.687946,-49.237155,85,1,3,230000.0
699895f38bad668fbe694386747687b6bc3f5fad,sell,apartment,Ipiranga,São Paulo,-23.5764146,-46.6064224,72,6,2,530000.0
1158d8d3547f6d27fd8c593eb54f4251f8c13616,sell,apartment,Ipiranga,São Paulo,-23.5764146,-46.6064224,72,11,2,530000.0
d84c5c6beaf1f77eec7ac0772e781c7cc12fb77b,sell,apartment,Grajaú,Rio de Janeiro,-22.9283333,-43.2602778,170,1,3,750000.0
91d1b550029dfcb808f7ec7051e4b1f47d1a622d,sell,apartment,Grajaú,Rio de Janeiro,-22.9283333,-43.2602778,170,3,3,750000.0
a229f00f9566db269952989d80fb9fdcb53cbc70,sell,apartment,Rio Vermelho,Bahia,-13.0087625,-38.4915625,150,15,3,1200000.0
29c8beb68ca8a88e4b479e9476c97681b472fb19,sell,apartment,Várzea da Barra Funda,São Paulo,-23.519312587,-46.6656732559,96,6,3,800000.0
7780fa1d974c8fb69aec5d7bc6662cafa72b2cbd,sell,apartment,Itaim Bibi,São Paulo,-23.586358,-46.676345,102,12,3,1065000.0
cca204b942265abb552824bfb701ab2b7ffd3f1b,sell,apartment,Vila Sofia,São Paulo,-23.657198,-46.690709,78,7,3,480000.0
e87604a795b5b03f4b660b0206dc2453ac080626,sell,apartment,Jardim Caravelas,São Paulo,-23.6377686,-46.7134645,82,4,3,740000.0
f46e5179c2806aef5a5dbfefa6fa716412f87773,sell,apartment,República,São Paulo,-23.5458429,-46.6465298,35,2,1,275000.0
b30739571259c73b990e8a7be8026e867727e642,sell,apartment,Água Branca,São Paulo,-23.5157513477,-46.6888475418,70,13,2,500000.0
69e5ec90ac030e2d8d6a5873f36f5c949fb01ea6,sell,apartment,Cerqueira César,São Paulo,-23.5700375,-46.6480156,130,6,2,1100000.0
29908d3aeed61c0a6ca559c06a5bb818920c632a,sell,apartment,Piracicaba,São Paulo,-22.719231,-47.649918,76,6,3,280000.0
872691ea252f4bad7fcfcd133382dce535be2c10,sell,apartment,Praia Grande,São Paulo,-24.018347,-46.460938,80,6,2,280000.0
094bca2a58cbd6633714f86da05974191a3110db,sell,apartment,Praia Grande,São Paulo,-24.0088727,-46.4125034,60,3,2,190000.0
